LABEL;METRIC;STATISTIC;VALUE
Thalamus;DICE;MEAN;0.7905649150138812
Thalamus;DICE;STD;0.02304900945895791
Thalamus;HDRFDST;MEAN;5.054111999082776
Thalamus;HDRFDST;STD;0.5966170469635428
