LABEL;METRIC;STATISTIC;VALUE
Thalamus;DICE;MEAN;0.7849338826571789
Thalamus;DICE;STD;0.024628580083111144
Thalamus;HDRFDST;MEAN;5.25637720649508
Thalamus;HDRFDST;STD;0.5200948596544418
