LABEL;METRIC;STATISTIC;VALUE
Hippocampus;DICE;MEAN;2.303351376252447e-05
Hippocampus;DICE;STD;6.910054128757342e-05
Hippocampus;HDRFDST;MEAN;inf
Hippocampus;HDRFDST;STD;nan
