LABEL;METRIC;STATISTIC;VALUE
WhiteMatter;DICE;MEAN;0.8352819792259376
WhiteMatter;DICE;STD;0.018352249709040848
WhiteMatter;HDRFDST;MEAN;3.348670340647286
WhiteMatter;HDRFDST;STD;0.43174871125364717
