LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.6125052641813519
Amygdala;DICE;STD;0.05132425845485577
Amygdala;HDRFDST;MEAN;11.139846932605689
Amygdala;HDRFDST;STD;1.3053008534876522
