LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.5864982232768139
Amygdala;DICE;STD;0.03810174668750225
Amygdala;HDRFDST;MEAN;11.202960354904372
Amygdala;HDRFDST;STD;1.3761102014159037
