LABEL;METRIC;STATISTIC;VALUE
Amygdala;DICE;MEAN;0.568817502076987
Amygdala;DICE;STD;0.0
Amygdala;HDRFDST;MEAN;20.8806130178211
Amygdala;HDRFDST;STD;0.0
