LABEL;METRIC;STATISTIC;VALUE
Hippocampus;DICE;MEAN;0.5959799034972214
Hippocampus;DICE;STD;0.02098129141899789
Hippocampus;HDRFDST;MEAN;10.372159216581064
Hippocampus;HDRFDST;STD;1.4206734972865769
